50085,143,20011,ARTISTIC,2,8.1,8.58,17.61
50086,102,20011,ARTISTIC,3,8.5,8.58,17.61
50087,150,20011,ARTISTIC,4,8.0,8.58,17.61
50088,150,20012,EXECUTION,1,8.6,8.89,17.98
50089,124,20012,EXECUTION,2,8.7,8.89,17.98
50090,133,20012,EXECUTION,3,8.0,8.89,17.98
50091,138,20012,EXECUTION,4,7.9,8.89,17.98
50092,107,20012,ARTISTIC,1,8.9,7.09,17.98
50093,129,20012,ARTISTIC,2,7.1,7.09,17.98
50094,148,20012,ARTISTIC,3,8.0,7.09,17.98
50095,115,20012,ARTISTIC,4,7.8,7.09,17.98
50096,144,20013,EXECUTION,1,7.6,8.22,17.35
50097,107,20013,EXECUTION,2,8.3,8.22,17.35
50098,132,20013,EXECUTION,3,8.1,8.22,17.35
50099,146,20013,EXECUTION,4,7.7,8.22,17.35
50100,129,20013,ARTISTIC,1,9.0,7.13,17.35
50101,105,20013,ARTISTIC,2,8.1,7.13,17.35
50102,106,20013,ARTISTIC,3,7.9,7.13,17.35
50103,121,20013,ARTISTIC,4,8.2,7.13,17.35
50104,107,20014,EXECUTION,1,7.7,7.9,17.36
50105,145,20014,EXECUTION,2,7.9,7.9,17.36
50106,108,20014,EXECUTION,3,7.8,7.9,17.36
50107,142,20014,EXECUTION,4,7.2,7.9,17.36
50108,147,20014,ARTISTIC,1,7.9,7.46,17.36
50109,136,20014,ARTISTIC,2,8.3,7.46,17.36
50110,114,20014,ARTISTIC,3,7.7,7.46,17.36
50111,128,20014,ARTISTIC,4,7.3,7.46,17.36
50112,131,20015,EXECUTION,1,8.2,8.62,18.73
50113,105,20015,EXECUTION,2,8.1,8.62,18.73
50114,106,20015,EXECUTION,3,7.7,8.62,18.73
50115,148,20015,EXECUTION,4,7.2,8.62,18.73
50116,147,20015,ARTISTIC,1,7.7,8.11,18.73
50117,128,20015,ARTISTIC,2,8.3,8.11,18.73
50118,107,20015,ARTISTIC,3,8.5,8.11,18.73
50119,124,20015,ARTISTIC,4,8.7,8.11,18.73
50120,147,20016,EXECUTION,1,8.0,8.01,17.32
50121,104,20016,EXECUTION,2,8.7,8.01,17.32
50122,119,20016,EXECUTION,3,7.7,8.01,17.32
50123,139,20016,EXECUTION,4,8.1,8.01,17.32
50124,120,20016,ARTISTIC,1,7.2,7.31,17.32
50125,123,20016,ARTISTIC,2,7.6,7.31,17.32
50126,107,20016,ARTISTIC,3,7.5,7.31,17.32
50127,137,20016,ARTISTIC,4,7.9,7.31,17.32
50128,136,20017,EXECUTION,1,7.5,8.86,19.52
50129,140,20017,EXECUTION,2,7.4,8.86,19.52
50130,149,20017,EXECUTION,3,8.4,8.86,19.52
50131,144,20017,EXECUTION,4,7.6,8.86,19.52
50132,142,20017,ARTISTIC,1,7.7,8.66,19.52
50133,150,20017,ARTISTIC,2,7.0,8.66,19.52
50134,102,20017,ARTISTIC,3,8.7,8.66,19.52
50135,139,20017,ARTISTIC,4,8.1,8.66,19.52
50136,126,20018,EXECUTION,1,7.3,7.75,17.66
50137,105,20018,EXECUTION,2,7.6,7.75,17.66
50138,110,20018,EXECUTION,3,7.6,7.75,17.66
50139,141,20018,EXECUTION,4,8.9,7.75,17.66
50140,102,20018,ARTISTIC,1,8.2,7.91,17.66
50141,106,20018,ARTISTIC,2,8.8,7.91,17.66
50142,134,20018,ARTISTIC,3,7.3,7.91,17.66
50143,114,20018,ARTISTIC,4,8.5,7.91,17.66
50144,104,20019,EXECUTION,1,7.4,8.21,18.04
50145,144,20019,EXECUTION,2,8.0,8.21,18.04
50146,106,20019,EXECUTION,3,7.7,8.21,18.04
50147,118,20019,EXECUTION,4,7.2,8.21,18.04
50148,129,20019,ARTISTIC,1,8.4,7.83,18.04
50149,143,20019,ARTISTIC,2,8.2,7.83,18.04
50150,128,20019,ARTISTIC,3,8.1,7.83,18.04
50151,132,20019,ARTISTIC,4,7.6,7.83,18.04
50152,115,20020,EXECUTION,1,7.6,8.53,19.06
50153,126,20020,EXECUTION,2,7.2,8.53,19.06
50154,139,20020,EXECUTION,3,8.0,8.53,19.06
50155,104,20020,EXECUTION,4,7.9,8.53,19.06
50156,101,20020,ARTISTIC,1,7.3,8.53,19.06
50157,114,20020,ARTISTIC,2,8.1,8.53,19.06
50158,120,20020,ARTISTIC,3,7.5,8.53,19.06
50159,145,20020,ARTISTIC,4,8.1,8.53,19.06
50160,143,20021,EXECUTION,1,8.2,8.84,19.56
50161,123,20021,EXECUTION,2,8.1,8.84,19.56
50162,105,20021,EXECUTION,3,8.4,8.84,19.56
50163,126,20021,EXECUTION,4,7.8,8.84,19.56
50164,103,20021,ARTISTIC,1,7.2,8.72,19.56
50165,128,20021,ARTISTIC,2,7.0,8.72,19.56
50166,102,20021,ARTISTIC,3,7.6,8.72,19.56
50167,130,20021,ARTISTIC,4,8.6,8.72,19.56
50168,140,20022,EXECUTION,1,7.2,7.87,17.67
50169,130,20022,EXECUTION,2,8.7,7.87,17.67
50170,145,20022,EXECUTION,3,8.5,7.87,17.67
50171,124,20022,EXECUTION,4,7.4,7.87,17.67
50172,106,20022,ARTISTIC,1,8.6,7.8,17.67
50173,128,20022,ARTISTIC,2,7.2,7.8,17.67
50174,107,20022,ARTISTIC,3,8.3,7.8,17.67
50175,116,20022,ARTISTIC,4,8.1,7.8,17.67
50176,113,20023,EXECUTION,1,8.2,7.29,16.68
50177,123,20023,EXECUTION,2,8.5,7.29,16.68
50178,149,20023,EXECUTION,3,8.3,7.29,16.68
50179,147,20023,EXECUTION,4,7.4,7.29,16.68
50180,142,20023,ARTISTIC,1,8.5,7.39,16.68
50181,110,20023,ARTISTIC,2,8.0,7.39,16.68
50182,116,20023,ARTISTIC,3,8.5,7.39,16.68
50183,107,20023,ARTISTIC,4,8.5,7.39,16.68
50184,129,20024,EXECUTION,1,7.9,7.63,17.51
50185,144,20024,EXECUTION,2,8.3,7.63,17.51
50186,137,20024,EXECUTION,3,8.6,7.63,17.51
50187,142,20024,EXECUTION,4,8.2,7.63,17.51
50188,141,20024,ARTISTIC,1,7.7,7.88,17.51
50189,140,20024,ARTISTIC,2,7.1,7.88,17.51
50190,121,20024,ARTISTIC,3,7.9,7.88,17.51
50191,146,20024,ARTISTIC,4,7.1,7.88,17.51
50192,124,20025,EXECUTION,1,8.9,7.77,17.93
50193,119,20025,EXECUTION,2,8.5,7.77,17.93
50194,105,20025,EXECUTION,3,7.1,7.77,17.93
50195,142,20025,EXECUTION,4,8.8,7.77,17.93
50196,106,20025,ARTISTIC,1,8.1,8.16,17.93
50197,140,20025,ARTISTIC,2,7.4,8.16,17.93
50198,139,20025,ARTISTIC,3,8.2,8.16,17.93
50199,133,20025,ARTISTIC,4,8.0,8.16,17.93
50200,104,20026,EXECUTION,1,7.9,7.35,16.85
50201,129,20026,EXECUTION,2,7.9,7.35,16.85
50202,107,20026,EXECUTION,3,8.0,7.35,16.85
50203,122,20026,EXECUTION,4,7.3,7.35,16.85
50204,146,20026,ARTISTIC,1,7.7,7.5,16.85
50205,106,20026,ARTISTIC,2,7.6,7.5,16.85
50206,133,20026,ARTISTIC,3,7.8,7.5,16.85
50207,142,20026,ARTISTIC,4,7.7,7.5,16.85
50208,139,20027,EXECUTION,1,7.5,8.12,17.89
50209,104,20027,EXECUTION,2,8.7,8.12,17.89
50210,141,20027,EXECUTION,3,8.9,8.12,17.89
50211,142,20027,EXECUTION,4,8.2,8.12,17.89
50212,122,20027,ARTISTIC,1,7.3,7.77,17.89
50213,105,20027,ARTISTIC,2,7.2,7.77,17.89
50214,146,20027,ARTISTIC,3,8.3,7.77,17.89
50215,107,20027,ARTISTIC,4,8.8,7.77,17.89
50216,120,20028,EXECUTION,1,8.6,7.62,17.37
50217,142,20028,EXECUTION,2,8.6,7.62,17.37
50218,145,20028,EXECUTION,3,8.3,7.62,17.37
50219,143,20028,EXECUTION,4,8.7,7.62,17.37
50220,126,20028,ARTISTIC,1,8.5,7.75,17.37
50221,109,20028,ARTISTIC,2,8.4,7.75,17.37
50222,139,20028,ARTISTIC,3,8.1,7.75,17.37
50223,106,20028,ARTISTIC,4,8.3,7.75,17.37
50224,128,20029,EXECUTION,1,7.4,7.68,18.21
50225,133,20029,EXECUTION,2,9.0,7.68,18.21
50226,124,20029,EXECUTION,3,7.3,7.68,18.21
50227,102,20029,EXECUTION,4,7.6,7.68,18.21
50228,148,20029,ARTISTIC,1,8.6,8.53,18.21
50229,120,20029,ARTISTIC,2,8.0,8.53,18.21
50230,112,20029,ARTISTIC,3,8.1,8.53,18.21
50231,114,20029,ARTISTIC,4,8.5,8.53,18.21
50232,134,20030,EXECUTION,1,8.4,7.31,16.67
50233,103,20030,EXECUTION,2,8.2,7.31,16.67
50234,143,20030,EXECUTION,3,8.8,7.31,16.67
50235,122,20030,EXECUTION,4,8.4,7.31,16.67
50236,140,20030,ARTISTIC,1,7.1,7.36,16.67
50237,109,20030,ARTISTIC,2,7.7,7.36,16.67
50238,139,20030,ARTISTIC,3,8.4,7.36,16.67
50239,125,20030,ARTISTIC,4,8.9,7.36,16.67
50240,140,20031,EXECUTION,1,8.8,8.93,19.5
50241,119,20031,EXECUTION,2,7.4,8.93,19.5
50242,148,20031,EXECUTION,3,8.4,8.93,19.5
50243,129,20031,EXECUTION,4,8.1,8.93,19.5
50244,115,20031,ARTISTIC,1,7.9,8.57,19.5
50245,135,20031,ARTISTIC,2,8.5,8.57,19.5
50246,116,20031,ARTISTIC,3,8.6,8.57,19.5
50247,120,20031,ARTISTIC,4,8.0,8.57,19.5
50248,127,20032,EXECUTION,1,8.9,7.96,17.7
50249,111,20032,EXECUTION,2,8.4,7.96,17.7
50250,113,20032,EXECUTION,3,8.0,7.96,17.7
50251,139,20032,EXECUTION,4,7.2,7.96,17.7
50252,109,20032,ARTISTIC,1,7.2,7.74,17.7
50253,117,20032,ARTISTIC,2,7.3,7.74,17.7
50254,104,20032,ARTISTIC,3,7.9,7.74,17.7
50255,142,20032,ARTISTIC,4,8.0,7.74,17.7
50256,128,20033,EXECUTION,1,7.8,7.79,17.54
50257,106,20033,EXECUTION,2,7.2,7.79,17.54
50258,115,20033,EXECUTION,3,7.4,7.79,17.54
50259,129,20033,EXECUTION,4,7.6,7.79,17.54
50260,123,20033,ARTISTIC,1,7.2,7.75,17.54
50261,102,20033,ARTISTIC,2,8.4,7.75,17.54
50262,127,20033,ARTISTIC,3,7.7,7.75,17.54
50263,104,20033,ARTISTIC,4,7.3,7.75,17.54
50264,103,20034,EXECUTION,1,7.5,7.01,16.17
50265,119,20034,EXECUTION,2,8.7,7.01,16.17
50266,131,20034,EXECUTION,3,8.1,7.01,16.17
50267,145,20034,EXECUTION,4,8.5,7.01,16.17
50268,109,20034,ARTISTIC,1,8.1,7.16,16.17
50269,148,20034,ARTISTIC,2,7.2,7.16,16.17
50270,129,20034,ARTISTIC,3,7.6,7.16,16.17
50271,140,20034,ARTISTIC,4,7.6,7.16,16.17
50272,104,20035,EXECUTION,1,8.1,8.67,18.67
50273,116,20035,EXECUTION,2,8.3,8.67,18.67
50274,127,20035,EXECUTION,3,8.2,8.67,18.67
50275,141,20035,EXECUTION,4,8.4,8.67,18.67
50276,140,20035,ARTISTIC,1,7.6,8.0,18.67
50277,130,20035,ARTISTIC,2,7.0,8.0,18.67
50278,105,20035,ARTISTIC,3,7.7,8.0,18.67
50279,108,20035,ARTISTIC,4,8.1,8.0,18.67
50280,112,20036,EXECUTION,1,8.0,8.09,18.66
50281,143,20036,EXECUTION,2,7.0,8.09,18.66
50282,149,20036,EXECUTION,3,8.7,8.09,18.66
50283,106,20036,EXECUTION,4,7.1,8.09,18.66
50284,134,20036,ARTISTIC,1,7.8,8.57,18.66
50285,124,20036,ARTISTIC,2,7.7,8.57,18.66
50286,105,20036,ARTISTIC,3,8.5,8.57,18.66
50287,146,20036,ARTISTIC,4,7.7,8.57,18.66
50288,105,20037,EXECUTION,1,7.1,8.47,18.14
50289,123,20037,EXECUTION,2,8.1,8.47,18.14
50290,116,20037,EXECUTION,3,8.6,8.47,18.14
50291,147,20037,EXECUTION,4,7.4,8.47,18.14
50292,143,20037,ARTISTIC,1,8.6,7.67,18.14
50293,141,20037,ARTISTIC,2,7.9,7.67,18.14
50294,107,20037,ARTISTIC,3,8.4,7.67,18.14
50295,138,20037,ARTISTIC,4,8.3,7.67,18.14
50296,109,20038,EXECUTION,1,7.6,8.58,19.35
50297,105,20038,EXECUTION,2,7.6,8.58,19.35
50298,146,20038,EXECUTION,3,7.8,8.58,19.35
50299,130,20038,EXECUTION,4,8.6,8.58,19.35
50300,103,20038,ARTISTIC,1,7.9,8.77,19.35
50301,119,20038,ARTISTIC,2,7.1,8.77,19.35
50302,113,20038,ARTISTIC,3,8.3,8.77,19.35
50303,148,20038,ARTISTIC,4,7.6,8.77,19.35
50304,150,20039,EXECUTION,1,8.8,8.78,19.27
50305,104,20039,EXECUTION,2,7.8,8.78,19.27
50306,142,20039,EXECUTION,3,8.9,8.78,19.27
50307,122,20039,EXECUTION,4,8.0,8.78,19.27
50308,118,20039,ARTISTIC,1,8.0,8.49,19.27
50309,108,20039,ARTISTIC,2,8.8,8.49,19.27
50310,124,20039,ARTISTIC,3,8.0,8.49,19.27
50311,128,20039,ARTISTIC,4,8.6,8.49,19.27
50312,147,20040,EXECUTION,1,8.3,7.64,16.8
50313,128,20040,EXECUTION,2,7.6,7.64,16.8
50314,106,20040,EXECUTION,3,8.2,7.64,16.8
50315,149,20040,EXECUTION,4,7.9,7.64,16.8
50316,139,20040,ARTISTIC,1,8.4,7.16,16.8
50317,112,20040,ARTISTIC,2,7.7,7.16,16.8
50318,135,20040,ARTISTIC,3,7.1,7.16,16.8
50319,119,20040,ARTISTIC,4,8.7,7.16,16.8
50320,123,20041,EXECUTION,1,8.6,8.28,18.01
50321,140,20041,EXECUTION,2,8.4,8.28,18.01
50322,128,20041,EXECUTION,3,8.9,8.28,18.01
50323,118,20041,EXECUTION,4,7.3,8.28,18.01
50324,141,20041,ARTISTIC,1,8.2,7.73,18.01
50325,104,20041,ARTISTIC,2,8.6,7.73,18.01
50326,105,20041,ARTISTIC,3,7.1,7.73,18.01
50327,143,20041,ARTISTIC,4,7.1,7.73,18.01
50328,150,20042,EXECUTION,1,7.7,7.31,17.21
50329,142,20042,EXECUTION,2,7.9,7.31,17.21
50330,124,20042,EXECUTION,3,7.2,7.31,17.21
50331,148,20042,EXECUTION,4,7.3,7.31,17.21
50332,125,20042,ARTISTIC,1,7.7,7.9,17.21
50333,137,20042,ARTISTIC,2,7.6,7.9,17.21
50334,103,20042,ARTISTIC,3,7.6,7.9,17.21
50335,139,20042,ARTISTIC,4,8.9,7.9,17.21
50336,102,20043,EXECUTION,1,7.9,7.52,17.04
50337,148,20043,EXECUTION,2,9.0,7.52,17.04
50338,112,20043,EXECUTION,3,7.6,7.52,17.04
50339,132,20043,EXECUTION,4,8.8,7.52,17.04
50340,134,20043,ARTISTIC,1,8.0,7.52,17.04
50341,125,20043,ARTISTIC,2,7.2,7.52,17.04
50342,136,20043,ARTISTIC,3,8.7,7.52,17.04
50343,108,20043,ARTISTIC,4,7.9,7.52,17.04
50344,146,20044,EXECUTION,1,7.6,8.1,17.68
50345,129,20044,EXECUTION,2,7.3,8.1,17.68
50346,106,20044,EXECUTION,3,8.4,8.1,17.68
50347,144,20044,EXECUTION,4,8.4,8.1,17.68
50348,121,20044,ARTISTIC,1,7.3,7.58,17.68
50349,143,20044,ARTISTIC,2,7.7,7.58,17.68
50350,123,20044,ARTISTIC,3,7.4,7.58,17.68
50351,105,20044,ARTISTIC,4,9.0,7.58,17.68
50352,109,20045,EXECUTION,1,7.3,7.93,18.9
50353,116,20045,EXECUTION,2,8.8,7.93,18.9
50354,132,20045,EXECUTION,3,7.1,7.93,18.9
50355,102,20045,EXECUTION,4,7.8,7.93,18.9
50356,124,20045,ARTISTIC,1,8.4,8.97,18.9
50357,136,20045,ARTISTIC,2,8.0,8.97,18.9
50358,137,20045,ARTISTIC,3,7.8,8.97,18.9
50359,146,20045,ARTISTIC,4,7.8,8.97,18.9
50360,137,20046,EXECUTION,1,8.8,8.36,18.05
50361,105,20046,EXECUTION,2,8.6,8.36,18.05
50362,109,20046,EXECUTION,3,8.3,8.36,18.05
50363,121,20046,EXECUTION,4,7.4,8.36,18.05
50364,142,20046,ARTISTIC,1,8.9,7.69,18.05
50365,149,20046,ARTISTIC,2,7.9,7.69,18.05
50366,129,20046,ARTISTIC,3,8.8,7.69,18.05
50367,130,20046,ARTISTIC,4,7.1,7.69,18.05
50368,108,20047,EXECUTION,1,8.8,7.69,18.57
50369,134,20047,EXECUTION,2,8.7,7.69,18.57
50370,110,20047,EXECUTION,3,7.5,7.69,18.57
50371,120,20047,EXECUTION,4,8.3,7.69,18.57
50372,111,20047,ARTISTIC,1,8.1,8.88,18.57
50373,146,20047,ARTISTIC,2,7.3,8.88,18.57
50374,121,20047,ARTISTIC,3,7.6,8.88,18.57
50375,115,20047,ARTISTIC,4,8.1,8.88,18.57
50376,133,20048,EXECUTION,1,7.7,8.25,19.05
50377,142,20048,EXECUTION,2,8.8,8.25,19.05
50378,111,20048,EXECUTION,3,7.1,8.25,19.05
50379,138,20048,EXECUTION,4,8.7,8.25,19.05
50380,147,20048,ARTISTIC,1,7.2,8.8,19.05
50381,110,20048,ARTISTIC,2,8.9,8.8,19.05
50382,148,20048,ARTISTIC,3,8.5,8.8,19.05
50383,143,20048,ARTISTIC,4,7.5,8.8,19.05
50384,114,20049,EXECUTION,1,7.6,8.09,18.37
50385,137,20049,EXECUTION,2,7.5,8.09,18.37
50386,127,20049,EXECUTION,3,8.6,8.09,18.37
50387,140,20049,EXECUTION,4,7.8,8.09,18.37
50388,141,20049,ARTISTIC,1,7.9,8.28,18.37
50389,102,20049,ARTISTIC,2,8.4,8.28,18.37
50390,132,20049,ARTISTIC,3,7.3,8.28,18.37
50391,146,20049,ARTISTIC,4,7.8,8.28,18.37
50392,130,20050,EXECUTION,1,7.7,8.95,18.21
50393,114,20050,EXECUTION,2,8.1,8.95,18.21
50394,122,20050,EXECUTION,3,7.6,8.95,18.21
50395,139,20050,EXECUTION,4,7.9,8.95,18.21
50396,110,20050,ARTISTIC,1,7.5,7.26,18.21
50397,121,20050,ARTISTIC,2,7.5,7.26,18.21
50398,145,20050,ARTISTIC,3,7.2,7.26,18.21
50399,123,20050,ARTISTIC,4,7.6,7.26,18.21
50400,125,20051,EXECUTION,1,9.0,7.38,16.7
50401,140,20051,EXECUTION,2,7.9,7.38,16.7
50402,127,20051,EXECUTION,3,8.8,7.38,16.7
50403,116,20051,EXECUTION,4,8.0,7.38,16.7
50404,111,20051,ARTISTIC,1,7.2,7.32,16.7
50405,121,20051,ARTISTIC,2,7.8,7.32,16.7
50406,137,20051,ARTISTIC,3,7.9,7.32,16.7
50407,145,20051,ARTISTIC,4,7.5,7.32,16.7
50408,138,20052,EXECUTION,1,7.0,8.35,17.92
50409,123,20052,EXECUTION,2,7.2,8.35,17.92
50410,104,20052,EXECUTION,3,7.3,8.35,17.92
50411,148,20052,EXECUTION,4,7.5,8.35,17.92
50412,119,20052,ARTISTIC,1,7.7,7.57,17.92
50413,132,20052,ARTISTIC,2,7.8,7.57,17.92
50414,139,20052,ARTISTIC,3,7.1,7.57,17.92
50415,142,20052,ARTISTIC,4,7.1,7.57,17.92
50416,136,20053,EXECUTION,1,8.7,7.9,18.0
50417,113,20053,EXECUTION,2,8.2,7.9,18.0
50418,124,20053,EXECUTION,3,8.2,7.9,18.0
50419,150,20053,EXECUTION,4,7.3,7.9,18.0
50420,119,20053,ARTISTIC,1,7.2,8.1,18.0
50421,105,20053,ARTISTIC,2,7.7,8.1,18.0
50422,125,20053,ARTISTIC,3,9.0,8.1,18.0
50423,133,20053,ARTISTIC,4,8.1,8.1,18.0
50424,124,20054,EXECUTION,1,8.4,7.08,16.16
50425,149,20054,EXECUTION,2,8.6,7.08,16.16
50426,110,20054,EXECUTION,3,8.0,7.08,16.16
50427,113,20054,EXECUTION,4,7.3,7.08,16.16
50428,139,20054,ARTISTIC,1,8.8,7.08,16.16
50429,133,20054,ARTISTIC,2,7.3,7.08,16.16
50430,126,20054,ARTISTIC,3,8.9,7.08,16.16
50431,145,20054,ARTISTIC,4,7.6,7.08,16.16
50432,126,20055,EXECUTION,1,7.6,8.06,18.48
50433,140,20055,EXECUTION,2,8.6,8.06,18.48
50434,148,20055,EXECUTION,3,7.7,8.06,18.48
50435,120,20055,EXECUTION,4,8.3,8.06,18.48
50436,138,20055,ARTISTIC,1,9.0,8.42,18.48
50437,122,20055,ARTISTIC,2,8.2,8.42,18.48
50438,133,20055,ARTISTIC,3,8.6,8.42,18.48
50439,144,20055,ARTISTIC,4,8.5,8.42,18.48
50440,145,20056,EXECUTION,1,8.2,8.16,18.6
50441,141,20056,EXECUTION,2,7.3,8.16,18.6
50442,102,20056,EXECUTION,3,8.3,8.16,18.6
50443,139,20056,EXECUTION,4,8.2,8.16,18.6
50444,131,20056,ARTISTIC,1,8.7,8.44,18.6
50445,117,20056,ARTISTIC,2,7.3,8.44,18.6
50446,142,20056,ARTISTIC,3,8.4,8.44,18.6
50447,138,20056,ARTISTIC,4,7.1,8.44,18.6
50448,145,20057,EXECUTION,1,8.0,7.83,17.24
50449,108,20057,EXECUTION,2,8.2,7.83,17.24
50450,113,20057,EXECUTION,3,7.9,7.83,17.24
50451,102,20057,EXECUTION,4,8.7,7.83,17.24
50452,129,20057,ARTISTIC,1,8.5,7.41,17.24
50453,121,20057,ARTISTIC,2,8.4,7.41,17.24
50454,127,20057,ARTISTIC,3,8.0,7.41,17.24
50455,110,20057,ARTISTIC,4,8.1,7.41,17.24
50456,143,20058,EXECUTION,1,8.5,7.68,17.39
50457,131,20058,EXECUTION,2,8.4,7.68,17.39
50458,134,20058,EXECUTION,3,8.3,7.68,17.39
50459,125,20058,EXECUTION,4,8.4,7.68,17.39
50460,121,20058,ARTISTIC,1,8.2,7.71,17.39
50461,112,20058,ARTISTIC,2,7.4,7.71,17.39
50462,130,20058,ARTISTIC,3,7.5,7.71,17.39
50463,135,20058,ARTISTIC,4,8.1,7.71,17.39
50464,115,20059,EXECUTION,1,8.9,7.96,18.08
50465,120,20059,EXECUTION,2,8.4,7.96,18.08
50466,119,20059,EXECUTION,3,7.6,7.96,18.08
50467,146,20059,EXECUTION,4,8.1,7.96,18.08
50468,114,20059,ARTISTIC,1,8.1,8.12,18.08
50469,145,20059,ARTISTIC,2,8.8,8.12,18.08
50470,132,20059,ARTISTIC,3,7.8,8.12,18.08
50471,121,20059,ARTISTIC,4,7.7,8.12,18.08
50472,150,20060,EXECUTION,1,7.4,8.31,18.8
50473,110,20060,EXECUTION,2,8.7,8.31,18.8
