20045,Новосибирская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20046,Пермский край,Пермь,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20047,Новосибирская область,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20048,Тюменская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,СП
20049,Тюменская область,Омск,RUSSIA,Московские огни,15-17 лет,СП
20050,Новосибирская область,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20051,Тюменская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20052,Новосибирская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20053,Свердловская область,Тюмень,RUSSIA,Московские огни,15-17 лет,СП
20054,Новосибирская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20055,Новосибирская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,СП
20056,Свердловская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20057,Омская область,Омск,RUSSIA,Московские огни,15-17 лет,ТРИО
20058,Тюменская область,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,СП
20059,Пермский край,Омск,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20060,Пермский край,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20061,Свердловская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20062,Пермский край,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20063,Свердловская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20064,Свердловская область,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20065,Тюменская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20066,Омская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,СП
20067,Новосибирская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,СП
20068,Пермский край,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20069,Пермский край,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20070,Новосибирская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20071,Свердловская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20072,Новосибирская область,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20073,Тюменская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,СП
20074,Новосибирская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20075,Новосибирская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20076,Свердловская область,Пермь,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20077,Свердловская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,СП
20078,Тюменская область,Тюмень,RUSSIA,Московские огни,15-17 лет,СП
20079,Новосибирская область,Пермь,RUSSIA,Московские огни,15-17 лет,ИЖ
20080,Пермский край,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20081,Новосибирская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20082,Пермский край,Пермь,RUSSIA,Московские огни,15-17 лет,ГРУППА
20083,Новосибирская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ТРИО
20084,Новосибирская область,Омск,RUSSIA,Московские огни,15-17 лет,СП
20085,Омская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20086,Новосибирская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20087,Пермский край,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,СП
20088,Новосибирская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,СП
20089,Тюменская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ТРИО
20090,Пермский край,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ИЖ
20091,Новосибирская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ИЖ
20092,Пермский край,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ИЖ
20093,Омская область,Омск,RUSSIA,Московские огни,15-17 лет,ГРУППА
20094,Пермский край,Пермь,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20095,Новосибирская область,Омск,RUSSIA,Московские огни,15-17 лет,ГРУППА
20096,Тюменская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20097,Новосибирская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20098,Свердловская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20099,Свердловская область,Новосибирск,RUSSIA,Московские огни,15-17 лет,СП
20100,Тюменская область,Омск,RUSSIA,Московские огни,15-17 лет,ТРИО
20101,Новосибирская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20102,Свердловская область,Омск,RUSSIA,Московские огни,15-17 лет,ТРИО
20103,Тюменская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20104,Омская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20105,Тюменская область,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20106,Пермский край,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,СП
20107,Свердловская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20108,Омская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20109,Новосибирская область,Омск,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20110,Омская область,Пермь,RUSSIA,Московские огни,15-17 лет,ГРУППА
20111,Новосибирская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20112,Омская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20113,Омская область,Пермь,RUSSIA,Московские огни,15-17 лет,ТРИО
20114,Тюменская область,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20115,Свердловская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20116,Омская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20117,Новосибирская область,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20118,Свердловская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20119,Новосибирская область,Тюмень,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20120,Новосибирская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ТРИО
20121,Тюменская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,СП
20122,Свердловская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20123,Омская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20124,Пермский край,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,СП
20125,Свердловская область,Екатеринбург,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20126,Свердловская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20127,Омская область,Новосибирск,RUSSIA,Московские огни,15-17 лет,СП
20128,Омская область,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20129,Пермский край,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20130,Пермский край,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20131,Омская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,СП
20132,Тюменская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20133,Пермский край,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,СП
20134,Свердловская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20135,Новосибирская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20136,Новосибирская область,Омск,RUSSIA,Кубок Сибири,15-17 лет,СП
20137,Омская область,Тюмень,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20138,Новосибирская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20139,Пермский край,Омск,RUSSIA,Московские огни,15-17 лет,ГРУППА
20140,Свердловская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20141,Омская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20142,Свердловская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20143,Новосибирская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20144,Новосибирская область,Тюмень,RUSSIA,Московские огни,15-17 лет,СП
20145,Пермский край,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ГРУППА
20146,Омская область,Пермь,RUSSIA,Московские огни,15-17 лет,ТРИО
20147,Пермский край,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20148,Новосибирская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20149,Новосибирская область,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20150,Новосибирская область,Тюмень,RUSSIA,Московские огни,15-17 лет,ГРУППА
20151,Пермский край,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20152,Новосибирская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20153,Тюменская область,Новосибирск,RUSSIA,Звезды Поволжья,15-17 лет,СП
20154,Свердловская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,СП
20155,Омская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20156,Новосибирская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20157,Тюменская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20158,Омская область,Пермь,RUSSIA,Московские огни,15-17 лет,ГРУППА
20159,Тюменская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20160,Омская область,Пермь,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20161,Тюменская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20162,Пермский край,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20163,Пермский край,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,СП
20164,Пермский край,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ИЖ
20165,Свердловская область,Омск,RUSSIA,Московские огни,15-17 лет,ТРИО
20166,Омская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20167,Свердловская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20168,Пермский край,Тюмень,RUSSIA,Московские огни,15-17 лет,ИЖ
20169,Омская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ИЖ
20170,Свердловская область,Пермь,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20171,Свердловская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20172,Пермский край,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ИЖ
20173,Новосибирская область,Омск,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20174,Свердловская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ИЖ
20175,Пермский край,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20176,Пермский край,Тюмень,RUSSIA,Московские огни,15-17 лет,ИЖ
20177,Новосибирская область,Тюмень,RUSSIA,Московские огни,15-17 лет,ИЖ
20178,Новосибирская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20179,Свердловская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,СП
20180,Свердловская область,Пермь,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20181,Новосибирская область,Пермь,RUSSIA,Чемпионат Урала,15-17 лет,ИЖ
20182,Омская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20183,Тюменская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20184,Новосибирская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,ТРИО
20185,Омская область,Пермь,RUSSIA,Московские огни,15-17 лет,ГРУППА
20186,Омская область,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
20187,Новосибирская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20188,Свердловская область,Екатеринбург,RUSSIA,Московские огни,15-17 лет,СП
20189,Свердловская область,Тюмень,RUSSIA,Чемпионат Урала,15-17 лет,ТРИО
20190,Тюменская область,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20191,Тюменская область,Новосибирск,RUSSIA,Московские огни,15-17 лет,СП
20192,Тюменская область,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20193,Пермский край,Екатеринбург,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20194,Пермский край,Екатеринбург,RUSSIA,Звезды Поволжья,15-17 лет,ГРУППА
20195,Пермский край,Тюмень,RUSSIA,Кубок Сибири,15-17 лет,СП
20196,Омская область,Новосибирск,RUSSIA,Кубок Сибири,15-17 лет,ГРУППА
20197,Тюменская область,Тюмень,RUSSIA,Московские огни,15-17 лет,СП
20198,Омская область,Тюмень,RUSSIA,Кубок Сибири,15-17 лет,ТРИО
20199,Тюменская область,Омск,RUSSIA,Звезды Поволжья,15-17 лет,ТРИО
20200,Свердловская область,Новосибирск,RUSSIA,Чемпионат Урала,15-17 лет,ГРУППА
